CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
03831W108,APP,APPLOVIN CORP,1615,-222,642.77K,-88.36K,-12.1%,0.54%
282644400,EKSO,EKSO BIONICS HLDGS INC,0,-10392,0,-89.79K,CLOSE,0%
74365U107,TARA,PROTARA THERAPEUTICS INC,0,-17215,0,-91.76K,CLOSE,0%
G17977110,BUR,BURFORD CAP LTD,0,-10303,0,-91.9K,CLOSE,0%
68622P109,ORIC,ORIC PHARMACEUTICALS INC,0,-11533,0,-94.34K,CLOSE,0%
05280R100,AUTL,AUTOLUS THERAPEUTICS PLC,0,-48572,0,-96.66K,CLOSE,0%
910873405,UMC,UNITED MICROELECTRONICS CORP,0,-12745,0,-100.18K,CLOSE,0%
57142B104,MQ,MARQETA INC,0,-21164,0,-100.53K,CLOSE,0%
78349D107,RXST,RXSIGHT INC,0,-10345,0,-107.8K,CLOSE,0%
654484609,NB,NIOCORP DEVS LTD,0,-20745,0,-109.95K,CLOSE,0%
05614L209,BW,BABCOCK & WILCOX ENTERPRISES,0,-17506,0,-110.99K,CLOSE,0%
G1144A105,BTBT,BIT DIGITAL INC,0,-59686,0,-112.81K,CLOSE,0%
21874A106,CORZ,CORE SCIENTIFIC INC NEW,15903,-7603,237.91K,-113.74K,-32.3%,0.2%
60741F104,MBLY,MOBILEYE GLOBAL INC,0,-11275,0,-117.71K,CLOSE,0%
92332V107,VTYX,VENTYX BIOSCIENCES INC,0,-13174,0,-118.96K,CLOSE,0%
04317A107,ARTV,ARTIVA BIOTHERAPEUTICS INC,0,-27757,0,-119.08K,CLOSE,0%
74347M108,PUMP,PROPETRO HLDG CORP,0,-12629,0,-120.1K,CLOSE,0%
465562106,ITUB,ITAU UNIBANCO HLDG S A,20257,-14410,169.75K,-120.76K,-41.6%,0.14%
87484T108,TALO,TALOS ENERGY INC,0,-11150,0,-122.87K,CLOSE,0%
42806J700,HTZ,HERTZ GLOBAL HLDGS INC,0,-24003,0,-123.38K,CLOSE,0%
124155102,BFLY,BUTTERFLY NETWORK INC,28938,-32754,116.91K,-132.33K,-53.1%,0.1%
38747R629,NVD,GRANITESHARES ETF TR,0,-18584,0,-132.88K,CLOSE,0%
G4412G101,HLF,HERBALIFE LTD,0,-10519,0,-135.59K,CLOSE,0%
374163103,GERN,GERON CORP,133846,-93626,199.43K,-139.5K,-41.2%,0.17%
