CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
90353T100,UBER,UBER TECHNOLOGIES INC,3260,265,235K,19.1K,+8.8%,<.01%
032095101,APH,AMPHENOL CORP NEW,20887,140,2.64M,17.69K,+0.7%,0.11%
042735100,ARW,ARROW ELECTRS INC,22193,119,3.18M,17.07K,+0.5%,0.13%
039483102,ADM,ARCHER DANIELS MIDLAND CO,47737,223,3.47M,16.21K,+0.5%,0.14%
91324P102,UNH,UNITEDHEALTH GROUP INC,20059,50,5.43M,13.53K,+0.2%,0.22%
G7S00T104,PNR,PENTAIR PLC,7276,155,634K,13.51K,+2.2%,0.03%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,37468,90,5.6M,13.46K,+0.2%,0.23%
717081103,PFE,PFIZER INC,141539,465,3.97M,13.06K,+0.3%,0.16%
01626W101,ALIT,ALIGHT INC COM,40728,21415,24K,12.62K,+110.9%,<.01%
922042775,VEU,VANGUARD INTL EQUITY INDEX F ALLWRLD EX,16758,158,1.26M,11.87K,+1%,0.05%
G8994E103,TT,TRANE TECHNOLOGIES PLC,22702,28,9.46M,11.67K,+0.1%,0.39%
916896103,UEC,URANIUM ENERGY CORP,108055,829,1.46M,11.19K,+0.8%,0.06%
7591EP100,RF,REGIONS FINL CORP NEW,108984,396,2.85M,10.34K,+0.4%,0.12%
03615A108,ANVS,ANNOVIS BIO INC,47000,4600,105K,10.28K,+10.8%,<.01%
816851109,SRE,SEMPRA ENERGY,2582,101,251K,9.82K,+4.1%,0.01%
92203J407,BNDX,VANGUARD CHARLOTTE FDS INTL BD IDX,17455,204,839K,9.81K,+1.2%,0.03%
78467V608,SRLN,SSGA ACTIVE TR BLKSTN GSOSRLN,12425,244,499K,9.8K,+2%,0.02%
03076C106,AMP,AMERIPRISE FINL INC,469,21,209K,9.36K,+4.7%,<.01%
20030N101,CMCSA,COMCAST CORP NEW,9570,325,275K,9.34K,+3.5%,0.01%
02079K305,GOOGL,ALPHABET INC CAP STK,9430,31,2.71M,8.92K,+0.3%,0.11%
38268T103,GPRO,GOPRO INC,24100,10300,19K,8.12K,+74.6%,<.01%
949746101,WFC,WELLS FARGO & CO NEW,3280,96,261K,7.64K,+3%,0.01%
57636Q104,MA,MASTERCARD INC,429,15,214K,7.48K,+3.6%,<.01%
74743L100,Q,QNITY ELECTRONICS INC,10533,58,1.22M,6.69K,+0.6%,0.05%
256163106,DOCU,DOCUSIGN INC,92980,134,4.41M,6.35K,+0.1%,0.18%
62914V106,NIO,NIO INC SPON,18750,1000,113K,6.03K,+5.6%,<.01%
688239201,OSK,OSHKOSH CORP,49033,37,7.22M,5.45K,+0.1%,0.29%
81762P102,NOW,SERVICENOW INC,5526,52,578K,5.44K,+0.9%,0.02%
718172109,PM,PHILIP MORRIS INTL INC,1896,31,313K,5.12K,+1.7%,0.01%
78468R663,BIL,SPDR SER TR SPDR,3930,45,360K,4.12K,+1.2%,0.01%
231021106,CMI,CUMMINS INC,542,7,292K,3.77K,+1.3%,0.01%
00287Y109,ABBV,ABBVIE INC,14231,17,3.1M,3.7K,+0.1%,0.13%
191216100,KO,COCA COLA CO,3665,45,279K,3.43K,+1.2%,0.01%
713448108,PEP,PEPSICO INC,4141,21,643K,3.26K,+0.5%,0.03%
12503M108,CBOE,CBOE HLDGS INC,70207,11,19.73M,3.09K,+0%,0.81%
483119202,KALA,KALA PHARMACEUTICALS INC,18393,18393,3K,3K,NEW,<.01%
422704106,HL,HECLA MNG CO,150267,158,2.8M,2.94K,+0.1%,0.11%
922908769,VTI,VANGUARD INDEX FDS TOTAL STK,4122,9,1.32M,2.89K,+0.2%,0.05%
G6964L206,PSFE,PAYSAFE LIMITED,30806,333,210K,2.27K,+1.1%,<.01%
097023105,BA,BOEING CO,1106,8,220K,1.59K,+0.7%,<.01%
20825C104,COP,CONOCOPHILLIPS,2902,12,383K,1.58K,+0.4%,0.02%
45773H409,INO,INOVIO PHARMACEUTICALS INC,24899,900,43K,1.55K,+3.8%,<.01%
29273V100,ET,ENERGY TRANSFER EQUITY L P,13007,33,251K,636.81,+0.3%,0.01%
126408103,CSX,CSX CORP,7076,15,290K,614.75,+0.2%,0.01%
548661107,LOW,LOWES COS INC,969,2,229K,472.65,+0.2%,<.01%
880779103,TEX,TEREX CORP NEW,62282,6,3.68M,354.61,+0%,0.15%
65339F101,NEE,NEXTERA ENERGY INC,13746,2,1.28M,185.8,+0%,0.05%
742718109,PG,PROCTER AND GAMBLE CO,6436,1,930K,144.5,+0%,0.04%
81369Y803,XLK,SELECT SECTOR SPDR TR TECHNOLOGY,2861,1,380K,132.82,+0%,0.02%
