CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
744573106,PEG,PUBLIC SVC ENTERPRISE GROUP,1502604,-32855,121.64M,-2.66M,-2.1%,0.08%
018802108,LNT,ALLIANT ENERGY CORP,1766167,-39047,126.74M,-2.8M,-2.2%,0.09%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,1439151,-94220,43.35M,-2.84M,-6.1%,0.03%
92556W104,VIA,VIA TRANSN INC,0,-101336,0,-2.94M,CLOSE,0%
03027X100,AMT,AMERICAN TOWER CORP,40250,-17705,6.95M,-3.06M,-30.5%,<.01%
98389B100,XEL,XCEL ENERGY INC,1921483,-40312,152.64M,-3.2M,-2.1%,0.1%
88579Y101,MMM,3M CO,462741,-22435,67.2M,-3.26M,-4.6%,0.05%
21044C107,ROAD,CONSTRUCTION PARTNERS INC,177296,-29639,19.7M,-3.29M,-14.3%,0.01%
69331C108,PCG,PG&E CORP,8942524,-190049,157.12M,-3.34M,-2.1%,0.11%
570535104,MKL,MARKEL GROUP INC,71444,-1755,136.75M,-3.36M,-2.4%,0.09%
023608102,AEE,AMEREN CORP,1409566,-30761,154.94M,-3.38M,-2.1%,0.11%
918090101,UTZ,UTZ BRANDS INC,1393133,-437091,11.03M,-3.46M,-23.9%,<.01%
707569109,PENN,PENN ENTERTAINMENT INC,693172,-231192,10.42M,-3.47M,-25%,<.01%
147448104,CWST,CASELLA WASTE SYS INC,154074,-46381,12.22M,-3.68M,-23.1%,<.01%
053604104,AVPT,AVEPOINT INC,3767581,-405699,35.83M,-3.86M,-9.7%,0.02%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,796930,-14037,225.03M,-3.96M,-1.7%,0.15%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,231409,-20788,45.7M,-4.11M,-8.2%,0.03%
65339F101,NEE,NEXTERA ENERGY INC,5888264,-44576,546.9M,-4.14M,-0.8%,0.38%
27579R104,EWBC,EAST WEST BANCORP INC,1225115,-40077,130.79M,-4.28M,-3.2%,0.09%
816851109,SRE,SEMPRA,2112069,-44287,205.23M,-4.3M,-2.1%,0.14%
947002101,WLTH,WEALTHFRONT CORP,0,-323476,0,-4.4M,CLOSE,0%
697435105,PANW,PALO ALTO NETWORKS INC,48340,-28568,7.75M,-4.58M,-37.1%,<.01%
296006109,ERO,ERO COPPER CORP,1647950,-176263,43.95M,-4.7M,-9.7%,0.03%
464287655,IWM,ISHARES TR,0,-19201,0,-4.73M,CLOSE,0%
